code,product_name,brands,categories
1380141801250,Pomorandza pakovana komad,Maxi pijaca,Sveže voće i povrće
19198082368100,Brokoli 500g,Maxi pijaca,Sveže voće i povrće
227969722000,Sampon Coconut miracle oil OGX 385ml,OGX,Lična higijena i kozmetika
227969722170,Regenerator Coconut mir oil OGX 385ml,OGX,Lična higijena i kozmetika
227969760170,Sampon Brazilian keratin OGX 385ml,OGX,Lična higijena i kozmetika
227969760240,Regenerator Brazilian keratin OGX 385ml,OGX,Lična higijena i kozmetika
227969761160,"Sampon Argan Oil of Morocco,OGX 385ml",OGX,Lična higijena i kozmetika
227969761230,Regenerator ArganOil of MoroccoOGX 385ml,OGX,Lična higijena i kozmetika
227969767030,Sampon Biotin&Collagen OGX 385ml,OGX,Lična higijena i kozmetika
227969767100,Regenerator Biotin&Collagen OGX 385ml,OGX,Lična higijena i kozmetika
227969775190,Sampon za kosu Keratin oil OGX 385ml,OGX,Lična higijena i kozmetika
227969775260,Regenerator za kosu Keratin oil OGX385ml,OGX,Lična higijena i kozmetika
23010040,Hleb Panonija 2 T-500 Mlinpek 450g,Mlinpek,Hleb i peciva
23015960,Djevrek Kuvani Ohridski 90g,Maxi pekara dorada,Hleb i peciva
23015970,Djevrek Razani kuvani Ohridski 90g,Maxi pekara dorada,Hleb i peciva
23017860,Kolac Kotorska krempita 150g,Morsal,Slatki konditori i cerealije
23805240,Kajzerica bela 55g,Maxi pekara dorada,Hleb i peciva
23808290,Hleb beli domaci Tvojih 5 min.cet.112.5g,Tvojih 5 minuta,Hleb i peciva
23808590,Hleb Panonija 2 T-500 Mlinpek pol.225g,Mlinpek,Hleb i peciva
23809200,"Hleb beli polovina 250g Vikend k, Don Do",Tvojih 5 minuta,Hleb i peciva
23809220,Hleb beli Tvojih 5min.pol.250gNarodni k,Tvojih 5 minuta,Hleb i peciva
23809230,Hleb beli Tvojih 5min.cetv.125gNarodni k,Tvojih 5 minuta,Hleb i peciva
23809330,Kifla sir Kircanski 140g,Maxi pekara dorada,Hleb i peciva
23809360,Djevrek Kircanski 100g,Maxi pekara dorada,Hleb i peciva
23809390,Rolovana kobasica Kircanski 200g,Maxi pekara dorada,Hleb i peciva
23809530,Kifla suncokret Kircanski 80g,Maxi pekara dorada,Hleb i peciva
23809550,Kifla crna sa golicom Kircanski 90g,Maxi pekara dorada,Hleb i peciva
23810350,Kifla kim I morska so Kircanski 100g,Maxi pekara dorada,Hleb i peciva
23810360,Kroasan sa sirom Kircanski 180g,Maxi pekara dorada,Hleb i peciva
23810370,Kroasan sa sunkom Kircanski 160g,Maxi pekara dorada,Hleb i peciva
23810380,Pogacice Kircanski 50g,Maxi pekara dorada,Hleb i peciva
23810400,Rol virsla Kircanski 160g,Maxi pekara dorada,Hleb i peciva
23811470,Pogacica 80g,Maxi pekara dorada,Hleb i peciva
23811640,Pasteta heljda Kircanski 100g,Maxi pekara dorada,Hleb i peciva
23811670,Heljda kifla Kircanski 100g,Maxi pekara dorada,Hleb i peciva
23811820,Pasteta sa chiom 100g,Maxi pekara dorada,Hleb i peciva
23812840,Banana pakovana zelena kutija 650g,Dole,Sveže voće i povrće
23812850,Banana pakovana 4 komada,Maxi pijaca pakovan,Sveže voće i povrće
23815200,Sarajevski zvrk meso 220g,Maxi pekara dorada,Hleb i peciva
23815210,Sarajevski zvrk sir 220g,Maxi pekara dorada,Hleb i peciva
23815270,Extra beli Maxi pekara polovina 250g,Maxi pekara pakovani,Hleb i peciva
23815280,Extra beli Maxi pekara cetvrtina 125g,Maxi pekara pakovani,Hleb i peciva
23815650,Krofna cokolada 55g,Maxi pekara dorada,Hleb i peciva
23815660,Krofna jagoda 56g,Maxi pekara dorada,Hleb i peciva
23815810,Kroasan putero sa cokoladom 72g,RM NIJE DEFINISANA,Hleb i peciva
23815980,Oval prsuta-komad Plata 1,RM NIJE DEFINISANA,Sveže i prerađeno meso
23816260,Nugat puter kroasan 80g,Maxi pekara dorada,Hleb i peciva
23816360,Kajzerica sa semenkama  55g,Maxi pekara dorada,Hleb i peciva
23816440,Nugat krofnica 25g,Maxi pekara dorada,Hleb i peciva
23816470,Cedjeni sok pomorandze 0.33l,Juice bar,"Bezalkoholna pića, kafa, čaj"
23816580,Pita meso Maxi pekara 90g,Maxi pekara dorada,Hleb i peciva
23816590,Pita sa sirom Maxi pekara 90g,Maxi pekara dorada,Hleb i peciva
23816600,Pita sa spanacem i sirom Maxi pekara 90g,Maxi pekara dorada,Hleb i peciva
23816610,Pita sa krompirom Maxi pekara 90g,Maxi pekara dorada,Hleb i peciva
23816620,Pita posna spanac Maxi pekara 90g,Maxi pekara dorada,Hleb i peciva
23816630,Pita jabuka Maxi pekara 90g,Maxi pekara dorada,Hleb i peciva
23816640,Pita sa visnjama Maxi pekara 90g,Maxi pekara dorada,Hleb i peciva
23816720,Puter kroasan (27% putera) 55g,Maxi pekara dorada,Hleb i peciva
23816750,Hot dog 110g,Maxi pekara dorada,Hleb i peciva
23816790,Krofna sa coko punjenjem 71g,Maxi pekara dorada,Hleb i peciva
23816800,Krofna sa jabuka cimet punjenjem 65g,Maxi pekara dorada,Hleb i peciva
23816830,Krofna tripl coko 75g,Maxi pekara dorada,Hleb i peciva
23816850,Mafin sa cokoladom 100g,Maxi pekara dorada,Hleb i peciva
23816970,Krofna sa pistacima 77g,Maxi pekara dorada,Hleb i peciva
23816980,Bela kajzerica 50g,Maxi pekara dorada,Hleb i peciva
23817070,Mini pica Kircanski 55g,Maxi pekara dorada,Hleb i peciva
23817090,Kiflice sa semenkama Kircanski 50g,Maxi pekara dorada,Hleb i peciva
23817100,Kiflice cija kukuruz Kircanski 50g,Maxi pekara dorada,Hleb i peciva
23817110,Kiflice sa sirom Maxi pekara 50g,Maxi pekara dorada,Hleb i peciva
23817210,Mafin sa Nutellom 86g,Maxi pekara dorada,Hleb i peciva
23817270,Ciabatta OT Maxi Pekara 120g,Maxi pekara,Hleb i peciva
23817280,Ciabatta OT Maxi Pekara 60g,Maxi pekara,Hleb i peciva
23817310,Pecivo sa semenkama Maxi Pekara 70g,Maxi pekara dorada,Hleb i peciva
23817320,Pita sa mesom  90gr Fofa,Maxi pekara dorada,Hleb i peciva
23817330,Pita sa piletinom 90g Fofa,Maxi pekara dorada,Hleb i peciva
23817420,Krofna sa punjenjem od limuna Maxi 71g,Maxi pekara dorada,Hleb i peciva
23817430,Krofna sa secerom Maxi 50g,Maxi pekara dorada,Hleb i peciva
23817450,Ustipak 125g,RM NIJE DEFINISANA,Sveže i prerađeno meso
23817460,Pljeskavica 125g,RM NIJE DEFINISANA,Sveže i prerađeno meso
23817480,Premium burger 125g,RM NIJE DEFINISANA,Sveže i prerađeno meso
24010000841640,Luk crni mladi Srebrenjak,Maxi pijaca,Sveže voće i povrće
24010000925410,Kukuruz secerac domaci,RM NIJE DEFINISANA,Sveže voće i povrće
24010001001920,Sampinjoni domaci 200g Maxi Pijaca,Maxi pijaca,Sveže voće i povrće
24010001007030,Sampinjoni domaci 400g,Maxi pijaca,Sveže voće i povrće
24010001035680,Jagoda 250g,Maxi pijaca,Sveže voće i povrće
24010001049300,Luk crni domaci 5KG,Maxi pijaca pakovan,Sveže voće i povrće
24010001092180,Pecurke suva bukovaca domaca 30g,Maxi pijaca,Sveže voće i povrće
24010001382940,Pecurka sitaka suva 30g,RM NIJE DEFINISANA,Sveže voće i povrće
24010001415910,Borovnica pakovana domaca 250g,RM NIJE DEFINISANA,Sveže voće i povrće
24010001523060,Banana zelena Bonita kutija  uvoz,Bonita,Sveže voće i povrće
24010001622820,Pecurka suvi vrganj 30g domaci,Maxi pijaca,Sveže voće i povrće
24010001697240,Zelen veza 500g Maxi Pijaca,Maxi pijaca pakovan,Sveže voće i povrće
24010001697550,Zelen veza tacna 500g,Maxi pijaca,Sveže voće i povrće
24010001708670,Salata sa korenom kom domaca,Maxi pijaca pakovan,Sveže voće i povrće
24010001860040,Borovnica domaca 125g,Maxi pijaca,Sveže voće i povrće
24010001900320,Paradajz ceri daterino 250g,Maxi pijaca,Sveže voće i povrće
24010001941910,Paradajz ceri 250g,Maxi pijaca,Sveže voće i povrće
24010001996770,Prokelj 500g,Maxi pijaca,Sveže voće i povrće
24010002006700,Celer stapici komad,Maxi pijaca,Sveže voće i povrće
24010002013320,Luk srebrenjak 500g,Maxi pijaca pakovan,Sveže voće i povrće
24010002075560,Blitva veza domaca,Maxi pijaca,Sveže voće i povrće
24010002146840,Pecurke bukovace domace 200g,Maxi pijaca,Sveže voće i povrće
24020000058070,Mrezica za rolovanje Delhaize,RM NIJE DEFINISANA,Sveže i prerađeno meso
24020000081050,Hleb dom.polub.T-800 Zitoprod.pol.250g,Zitoprodukt,Hleb i peciva
24020000081120,Hleb dom.beli T-500 Zitoprodukt pol.250g,Zitoprodukt,Hleb i peciva
24020000099280,Salata Iceberg komad,Maxi pijaca,Sveže voće i povrće
24020000122630,Krastavac dugi komad,Maxi pijaca,Sveže voće i povrće
24020000206190,Jabuka Ajdared domaca komad,RM NIJE DEFINISANA,Sveže voće i povrće
24020000206330,Jabuka Greni smit komad,RM NIJE DEFINISANA,Sveže voće i povrće
24020000206570,"Mineralna voda NG Rosa 1,5lx6-paket",Rosa,"Bezalkoholna pića, kafa, čaj"
24020000206640,"Mineralna voda NG Prolom 1,5x6-paket",Prolom,"Bezalkoholna pića, kafa, čaj"
24020000206710,"Knjaz Milos pet 1,75lx6-paket",Knjaz Milos,"Bezalkoholna pića, kafa, čaj"
24020000206880,"Voda NG Aqua Viva 1,5lx6-paket",Aqua Viva,"Bezalkoholna pića, kafa, čaj"
24020000206950,"Voda NG Aqua Viva 2,5lx4-paket",Aqua Viva,"Bezalkoholna pića, kafa, čaj"
24020000207010,"Mineralna voda NG Maxi1,5lx6-paket",Maxi,"Bezalkoholna pića, kafa, čaj"
24020000207180,"Voda gazirana Rosa PET1,5lx6-paket",Rosa,"Bezalkoholna pića, kafa, čaj"
24020000207250,"Gazir.voda Knjaz Milos pet 1,25lx6-paket",Knjaz Milos,"Bezalkoholna pića, kafa, čaj"
24020000207320,"Miner.voda NG Voda Voda 1,5lx6-paket",Voda Voda,"Bezalkoholna pića, kafa, čaj"
24020000207490,Bana komad,RM NIJE DEFINISANA,Sveže voće i povrće
24020000207560,Pomorandza komad,RM NIJE DEFINISANA,Sveže voće i povrće
24020000209160,"Voda negazirana Rosa 24x0,33l NRGB-paket",Rosa,"Bezalkoholna pića, kafa, čaj"
24020000209230,"Voda negazirana Rosa 12x0,75l NRGB-paket",Rosa,"Bezalkoholna pića, kafa, čaj"
24020000209300,"Min.voda gaz.Knjaz Milos 12x0,75l-paket",Knjaz Milos,"Bezalkoholna pića, kafa, čaj"
24020000209470,"Miner.voda gaz.Knjaz Milos24x0,25l-paket",Knjaz Milos,"Bezalkoholna pića, kafa, čaj"
24020000209540,Limun Lamas komad,RM NIJE DEFINISANA,Sveže voće i povrće
24020000216230,Breskva komad,RM NIJE DEFINISANA,Sveže voće i povrće
24020000220950,"Mineralna voda Rosa negaz.paket 24x0,5l",Rosa,"Bezalkoholna pića, kafa, čaj"
24020000221010,Miner.voda gazirana Vrnjci paket 6x2l,Vrnjci,"Bezalkoholna pića, kafa, čaj"
24020000221320,Miner.voda gazirana Minaqua paket 6x2l,Minaqua,"Bezalkoholna pića, kafa, čaj"
24020000227740,Akcija Mleko UHT Moja Kravica 2%mm 1l,Moja kravica,"Mleko, mlečni, mešoviti jaja"
24100700000040,Paprika ljuta komad,Maxi pijaca,Sveže voće i povrće
24106780000000,Luk beli veza domaci,Maxi pijaca bulk,Sveže voće i povrće
27007960,Pikant salama Yuhor,Yuhor,Sveže i prerađeno meso
27018600,Cajna kobasica vakuum Nedeljkovic,RM NIJE DEFINISANA,Sveže i prerađeno meso
27029730,Domacinska salama Yuhor 1kg,Yuhor,Sveže i prerađeno meso
27041020,Sir topljeni u bloku Karavan 500g,Biser,"Mleko, mlečni, mešoviti jaja"
27042130,"Kackavalj Biser 1,5kg",Biser,"Mleko, mlečni, mešoviti jaja"
27073910,Delikates pecenica u omotu,Yuhor,Sveže i prerađeno meso
27184020,Dimljena vesalica,Maxi mesara  bulk,Sveže i prerađeno meso
27240660,Rustik prsuta Yuhor,Yuhor,Sveže i prerađeno meso
27270100,Sveza slanina vakum,Maxi mesara pakovano,Sveže i prerađeno meso
27362150,Salama sa parmezanom Krainer,Krainer,Sveže i prerađeno meso
27364420,Sir topljeni dimljeni 45%mm Natural 3kg,Daily Dairy Holland,"Mleko, mlečni, mešoviti jaja"
27414000,Kulen Maxi,Maxi,Sveže i prerađeno meso
27414190,"Mala praznicna curka,Maxi mesara",Maxi mesara  bulk,Sveže i prerađeno meso
27558910,Pariska kobasica Premia,Maxi,Sveže i prerađeno meso
27617300,Sir beli Bellisa delicates 1kg,RM NIJE DEFINISANA,"Mleko, mlečni, mešoviti jaja"
27729270,Frustuk Kobasica ljuta Neoplanta,Neoplanta,Sveže i prerađeno meso
27741750,Pil.prsa u crevu Maxi,Maxi,Sveže i prerađeno meso
27798270,Rustik vrat Yuhor,Yuhor,Sveže i prerađeno meso
27818150,Carski sir Special sa aronijom,RM NIJE DEFINISANA,"Mleko, mlečni, mešoviti jaja"
27872420,Dimlj.cureci file Neoplanta delikates,Neoplanta,Sveže i prerađeno meso
27872530,Kobasica Tirolska Neoplanta Delikates kg,Neoplanta,Sveže i prerađeno meso
27872610,Kobasica Pobednicka sa sirom Neoplanta,Neoplanta,Sveže i prerađeno meso
28000120,Alpska kobasica Yuhor,Yuhor,Sveže i prerađeno meso
28000880,Kruska Karmen domaca,Maxi pijaca,Sveže voće i povrće
28001050,Sljiva domaca,Maxi pijaca,Sveže voće i povrće
28002010,Pomorandza,Maxi pijaca,Sveže voće i povrće
28002150,Grozdje crno,Maxi pijaca,Sveže voće i povrće
28002200,"Pizza sunka, Yuhor",Yuhor,Sveže i prerađeno meso
28002890,Grozdje crno-Hamburg Muskat,RM NIJE DEFINISANA,Sveže voće i povrće
28003950,Dunja,Maxi pijaca,Sveže voće i povrće
28004050,Paradajz kumato,RM NIJE DEFINISANA,Sveže voće i povrće
28006880,Karfiol romanesko,RM NIJE DEFINISANA,Sveže voće i povrće
28014160,Domaca juneca jetra Delhaize,Maxi ribarnica bulk,Sveže i prerađeno meso
28014250,Svinjska jetra Delhaize,Maxi ribarnica bulk,Sveže i prerađeno meso
28015340,Sir Edamer Biser 3kg,Biser,"Mleko, mlečni, mešoviti jaja"
28039040,Krompir crveni mladi domaci,RM NIJE DEFINISANA,Sveže voće i povrće
28039790,Poli maxi Perutnina,Poli,Sveže i prerađeno meso
28043010,Kesten,Maxi pijaca bulk,Sveže voće i povrće
28043370,Kruska Kajzer,RM NIJE DEFINISANA,Sveže voće i povrće
28043880,Kaki japanska jabuka,Maxi pijaca,Sveže voće i povrće
28044580,Paradajz Grapola,Maxi pijaca bulk,Sveže voće i povrće
28049480,Dinja domaca,Maxi pijaca,Sveže voće i povrće
28050520,Jabuka Greni Smit  ekstra,RM NIJE DEFINISANA,Sveže voće i povrće
28053550,Kackavalj Sjenicki Beni Komerc,Beni komerc,"Mleko, mlečni, mešoviti jaja"
28055900,Djumbir svez,Maxi pijaca bulk,Sveže voće i povrće
28058190,Krompir beli opran,Maxi pijaca,Sveže voće i povrće
28064470,Masline zel.punj.feta sir.Elite rinfuz,Elite,Prerada voća i povrća
28064490,Masline zel.punjene bademom Elite rinfuz,Elite,Prerada voća i povrća
28066410,Bundeva muskat,Maxi pijaca bulk,Sveže voće i povrće
28069840,Tikvice zelene,Maxi pijaca,Sveže voće i povrće
28071340,Juneca slabina II kat. Delhaize,RM NIJE DEFINISANA,Sveže i prerađeno meso
28071760,Nektarina Ekstra,Maxi pijaca,Sveže voće i povrće
28072450,Grozdje belo,Maxi pijaca,Sveže voće i povrće
28074610,Pasulj Gradistanac,Maxi pijaca,Sveže voće i povrće
28074810,Pasulj sareni domaci,RM NIJE DEFINISANA,Sveže voće i povrće
28076090,Paradajz pink,Maxi pijaca,Sveže voće i povrće
28076110,Paradajz volujsko srce,RM NIJE DEFINISANA,Sveže voće i povrće
28076960,Jabuka Greni Smit,Maxi pijaca bulk,Sveže voće i povrće
28078810,Pomorandza Juice Bar,Maxi pijaca,Sveže voće i povrće
28081550,Banana zelena Bonita kilogram,Bonita,Sveže voće i povrće
28083070,Kackavalj ovc.za rend.Pecorino cca 350g,Pecorino,"Mleko, mlečni, mešoviti jaja"
28084000,Krompir crveni domaci,Maxi pijaca bulk,Sveže voće i povrće
28084020,Luk crni,Maxi pijaca bulk,Sveže voće i povrće
28085860,Svinj.but s.k./butkica pod kozom Delh.,Maxi ribarnica bulk,Sveže i prerađeno meso
28086200,Maslina zelena za pizzu Elite rinfuz,Elite,Prerada voća i povrća
28086280,Jabuka Modi domaca,Maxi pijaca bulk,Sveže voće i povrće
28090930,"Sir tvrdi kozji Carpodur Vindija 2,3kg",Vindija,"Mleko, mlečni, mešoviti jaja"
28091420,Sir Edam President cca 2.7kg,President,"Mleko, mlečni, mešoviti jaja"
28091430,Sir Gauda President cca 2.7kg,President,"Mleko, mlečni, mešoviti jaja"
28091460,Sir President Brie cca 3kg,President,"Mleko, mlečni, mešoviti jaja"
28092430,Tikvica,Maxi pijaca,Sveže voće i povrće
28093770,Lubenica besemena,Maxi pijaca,Sveže voće i povrće
28094000,Jabuka Gala,Maxi pijaca bulk,Sveže voće i povrće
28094430,Karfiol,Maxi pijaca,Sveže voće i povrće
28095030,Kupus kineski,Maxi pijaca,Sveže voće i povrće
28095790,Jabuka pink lady,Maxi pijaca,Sveže voće i povrće
28097230,Grudi curece dimljene Maxi,Maxi,Sveže i prerađeno meso
28097910,Pasulj crveni,Maxi pijaca,Sveže voće i povrće
28100460,Kruska Abata fetel,RM NIJE DEFINISANA,Sveže voće i povrće
28100650,Praziluk,Maxi pijaca,Sveže voće i povrće
28100660,Kupus crveni,Maxi pijaca,Sveže voće i povrće
28100790,Kelj domaci,Maxi pijaca,Sveže voće i povrće
28101580,Luk beli,Maxi pijaca bulk,Sveže voće i povrće
28101800,Luk crveni domaci,Maxi pijaca,Sveže voće i povrće
28101860,Masline Kalamata Maxi 12kg,Maxi,Prerada voća i povrća
28101880,Masline kalamata seckane Maxi 10kg,Maxi,Prerada voća i povrća
28103000,Krastavac dugi,RM NIJE DEFINISANA,Sveže voće i povrće
28103180,Sir Zlatarski polumas.sv.meki-rinf.10/1,Zlatarka,"Mleko, mlečni, mešoviti jaja"
28104120,Pasulj beli,Maxi pijaca,Sveže voće i povrće
28105420,Felisimo rinfuz,Fetissimo,"Mleko, mlečni, mešoviti jaja"
28106640,Breskva pljosnata,Maxi pijaca,Sveže voće i povrće
28106650,Lubenica semena,Maxi pijaca,Sveže voće i povrće
28106820,Paradajz sljivar,RM NIJE DEFINISANA,Sveže voće i povrće
28106950,Paprika Babura crvena,Maxi pijaca,Sveže voće i povrće
28107100,Pileca gala fi90 Perutnina Poli,Perutnina Ptuj,Sveže i prerađeno meso
28107560,Cvarci rinfuz Bibli,Bibli,Sveže i prerađeno meso
28108590,Sir Biser trapist Selecta premium 45%mm,Biser,"Mleko, mlečni, mešoviti jaja"
28108620,Krompir slatki batat,Maxi pijaca,Sveže voće i povrće
28111710,Rotkva  bela,RM NIJE DEFINISANA,Sveže voće i povrće
28112810,Grozdje roze besemeno,Maxi pijaca,Sveže voće i povrće
28112830,Sljiva okrugla,Maxi pijaca,Sveže voće i povrće
28122600,Levacka kobasica Yuhor,Yuhor,Sveže i prerađeno meso
28142900,Kulen Yuhor,Yuhor,Sveže i prerađeno meso
28182860,Sir Gauda 48%mm V.S.O.C. 11kg,Daily Dairy Holland,"Mleko, mlečni, mešoviti jaja"
28200300,Pileci file u crevu Yuhor,Yuhor,Sveže i prerađeno meso
28200680,"Pileca krila MP,SvezeM",Premia,Sveže i prerađeno meso
28200700,Stisnjena sunka Yuhor,Yuhor,Sveže i prerađeno meso
28201790,Sir kozji mladi,Eko sir Pudja,"Mleko, mlečni, mešoviti jaja"
28202080,Losos Kotlet Premia cca 800g,Maxi,Smrznuti proizvodi
28202160,Prsut bez koske i koze Krainer,Krainer,Sveže i prerađeno meso
28202240,Rostiljska kobasica rinfuz,RM NIJE DEFINISANA,Sveže i prerađeno meso
28202810,Dinja Honey Dew,Maxi pijaca,Sveže voće i povrće
28203320,Tradicion.sir sa Zlatara punomasni 45%mm,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
28203420,Prsut Njeguski Premia,Maxi,Sveže i prerađeno meso
28203570,Paradajz sljivar pink domaci BOP,RM NIJE DEFINISANA,Sveže voće i povrće
28203610,Mesavina zacina za rostilj kobasicu,RM NIJE DEFINISANA,Sveže i prerađeno meso
28203800,Kruska Lucas,Maxi pijaca,Sveže voće i povrće
28205420,Sunka u foliji Maxi,Maxi,Sveže i prerađeno meso
28205780,Pp Pileca posebna f90 Perutnina,Perutnina Ptuj,Sveže i prerađeno meso
28206040,Jabuka Ajdared,Maxi pijaca bulk,Sveže voće i povrće
28206050,Domace pilece grudi,Maxi mesara  bulk,Sveže i prerađeno meso
28206130,Paprika silja crvena,Maxi pijaca,Sveže voće i povrće
28206160,Breskva,Maxi pijaca,Sveže voće i povrće
28206170,Nektarina,Maxi pijaca,Sveže voće i povrće
28206180,Paprika silja domaca,RM NIJE DEFINISANA,Sveže voće i povrće
28206190,Paprika babura,Maxi pijaca,Sveže voće i povrće
28206210,Domaci pileci batak i karabatak,Maxi mesara  bulk,Sveže i prerađeno meso
28206220,Paradajz,Maxi pijaca,Sveže voće i povrće
28206240,Grejp crveni,Maxi pijaca bulk,Sveže voće i povrće
28206250,Kiseli kupus list Premia,Maxi pijaca,Sveže voće i povrće
28206260,Kiseli kupus Ribanac Premia,Maxi pijaca pakovan,Sveže voće i povrće
28206270,Cvekla,Maxi pijaca,Sveže voće i povrće
28206280,Sargarepa,Maxi pijaca,Sveže voće i povrće
28206290,Dinja Piel de Sapo,Maxi pijaca,Sveže voće i povrće
28206300,Krompir beli mladi,Maxi pijaca,Sveže voće i povrće
28206310,Celer koren,Maxi pijaca,Sveže voće i povrće
28206330,Jabuka Zlatni delises,Maxi pijaca,Sveže voće i povrće
28206350,Kruska Viljamovka domaca,Maxi pijaca,Sveže voće i povrće
28206370,Kajsija,RM NIJE DEFINISANA,Sveže voće i povrće
28206390,Jabuka Crveni delises,Maxi pijaca,Sveže voće i povrće
28206420,Brokoli domaci,Maxi pijaca,Sveže voće i povrće
28206440,Domaci pileci file,Maxi mesara  bulk,Sveže i prerađeno meso
28206450,Domaca pileca krila,Maxi mesara  bulk,Sveže i prerađeno meso
28206500,Lubenica Mini,Maxi pijaca,Sveže voće i povrće
28206510,"Domaca pileca jetra,srce",Maxi mesara  bulk,Sveže i prerađeno meso
28206560,Lubenica semena box Genericka,RM NIJE DEFINISANA,Sveže voće i povrće
28206590,Krastavac domaci,Maxi pijaca,Sveže voće i povrće
28206600,Grejp zuti,Maxi pijaca,Sveže voće i povrće
28206630,Limun Mayer,Maxi pijaca bulk,Sveže voće i povrće
28206640,Limun,Maxi pijaca,Sveže voće i povrće
28206650,Lubenica semena smart boks DA,RM NIJE DEFINISANA,Sveže voće i povrće
28206660,Lubenica semena smart box DS,RM NIJE DEFINISANA,Sveže voće i povrće
28206670,Lubenica karton box,Maxi pijaca,Sveže voće i povrće
28206710,Lubenica zuto srce domaca,Maxi pijaca,Sveže voće i povrće
28206770,Prasece meso,Maxi mesara  bulk,Sveže i prerađeno meso
28206840,Lubenica uvoz box,RM NIJE DEFINISANA,Sveže voće i povrće
28211540,Biber blok Krainer,Krainer,Sveže i prerađeno meso
28211560,Govedji prsut Krainer,Krainer,Sveže i prerađeno meso
28211580,Lubenica besemena 16kg,Maxi pijaca,Sveže voće i povrće
28211590,Lubenica semena polubox,RM NIJE DEFINISANA,Sveže voće i povrće
28211600,Lubenica semena 18kg,RM NIJE DEFINISANA,Sveže voće i povrće
28211840,Breskva ekstra,Maxi pijaca,Sveže voće i povrće
28212090,Banana zelena DEL MONTE kilogram,RM NIJE DEFINISANA,Sveže voće i povrće
28212100,Banana zelena Dole kilogram,RM NIJE DEFINISANA,Sveže voće i povrće
28212110,Dinja limun domaca,Maxi pijaca,Sveže voće i povrće
28212250,Sjenicki sir cca 5 kg Od nase zemlje,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
28212520,Grozdje roze Red Globe,Maxi pijaca,Sveže voće i povrće
28213640,Lici,RM NIJE DEFINISANA,Sveže voće i povrće
28214260,Zlatiborac Pizza sunka u omotu,Zlatiborac,Sveže i prerađeno meso
28214380,Sir Karavan 45% polutvrdi Biser 800g,Karavan,"Mleko, mlečni, mešoviti jaja"
28214400,Domace pilece meso gril SM,Maxi Mesara,Sveže i prerađeno meso
28214880,Rib eye steak jokic,RM NIJE DEFINISANA,Sveže i prerađeno meso
28214890,Rozbratna Reserve Jokic,RM NIJE DEFINISANA,Sveže i prerađeno meso
28214900,T-bone steak Jokic,RM NIJE DEFINISANA,Sveže i prerađeno meso
28215130,Sir Belgrader kotur,Belgrader,"Mleko, mlečni, mešoviti jaja"
28215160,Rustik salama Yuhor,Yuhor,Sveže i prerađeno meso
28215230,"Sir polutvr.Amanti pesto sos 50% 4,5kg",Daily Dairy Holland,"Mleko, mlečni, mešoviti jaja"
28215240,"Sir polutvrdi Amanti masline 50% 4,5kg",Daily Dairy Holland,"Mleko, mlečni, mešoviti jaja"
28215330,Cureci file karabataka Vindija,Maxi mesara  bulk,Sveže i prerađeno meso
28215340,Cureci file od grudi,Maxi mesara  bulk,Sveže i prerađeno meso
28215360,Sir koziji mladi kriska ONZ 45%mm 1kg,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
28215450,Sir Zlatarski ONZ 5kg niskomasni 10%mm,Maxi ONZ,"Mleko, mlečni, mešoviti jaja"
28215610,Teleci vrat bk VD,Maxi mesara  bulk,Sveže i prerađeno meso
28215630,Teleci but bk VD,Maxi mesara  bulk,Sveže i prerađeno meso
28215710,Lubenica narandzasto srce domaca,Maxi pijaca,Sveže voće i povrće
28215750,"Dimljeni pileci file Premia,rnf",Maxi,Sveže i prerađeno meso
28215790,Dinja kraljevska domaca,Maxi pijaca,Sveže voće i povrće
28216030,Paradajz cherry zuti sirovina,RM NIJE DEFINISANA,Sveže voće i povrće
28216150,Pileca prsa u omotu dim.Perutnina,Perutnina Ptuj,Sveže i prerađeno meso
28216170,Rib-eye Selekcija Jokic,RM NIJE DEFINISANA,Sveže i prerađeno meso
28216180,Rozbratna Selekcija Jokic,RM NIJE DEFINISANA,Sveže i prerađeno meso
28216190,Jokic jun.rozbratna za zrenje sa bift.,RM NIJE DEFINISANA,Sveže i prerađeno meso
28220440,Masline zel./koscica rinfuz 1kg ocedjene,Maxi,Prerada voća i povrća
28220450,Masline zel./paprika rinfuz 1kg ocedene,Maxi,Prerada voća i povrća
28220460,Masline zel.bez koscice rin.1kg ocedjene,Maxi,Prerada voća i povrća
28220470,Masline Mamut zel./kosc.rin.1kg ocedjena,Maxi,Prerada voća i povrća
28221380,"Sir livanjski dimljeni kolut cca 2,4kg",Pudja,"Mleko, mlečni, mešoviti jaja"
28221480,Domaca juneca rebra MK,Maxi mesara  bulk,Sveže i prerađeno meso
28221490,Domace junece grudi MK,Maxi mesara  bulk,Sveže i prerađeno meso
2822150000000,Domaca juneca plecka MK,Maxi mesara  bulk,Sveže i prerađeno meso
28221510,Domaci juneci pauflek MK,Maxi mesara  bulk,Sveže i prerađeno meso
28221520,Domaci juneci but bk MK,Maxi mesara  bulk,Sveže i prerađeno meso
28221530,Domaci juneci sol MK,Maxi mesara  bulk,Sveže i prerađeno meso
28221560,Domaci juneci vrat bk MK,Maxi mesara  bulk,Sveže i prerađeno meso
